Travel_Time_Code,County_Code,Mpo_Code
120-14148,36087,36198201
120+14148,36087,36198201
120-14149,36087,36198201
120+14149,36087,36198201
120-14150,36087,36198201
120+14150,36087,36198201
120-14151,36087,36198201
120+14151,36087,36198201
120-14152,36087,36198201
120+14152,36087,36198201
120+14153,36087,36198201
120-14160,36027,36198203
120+14161,36027,36198203
120-14172,36079,36198201
120+14173,36079,36198201
120-14177,36087,
120+14178,36087,
120-14179,36087,36198201
120+14180,36087,36198201
120-14194,36001,36197300
120-14195,36001,36197300
120+14195,36001,36197300
120+14196,36001,36197300
120-14197,36093,36197300
120-14198,36093,36197300
120+14198,36093,36197300
120+14199,36093,36197300
120-14200,36093,36197300
120-14201,36091,36197300
120+14201,36093,36197300
120+14202,36091,36197300
120-14212,36027,36198203
120+14213,36027,36198203
120-14331,36071,
120-14332,36071,36198202
120+14332,36071,
120+14333,36071,36198202
120-14334,36103,36198201
120-14337,36103,36198201
120-14340,36103,36198201
120-14348,36103,36198201
120+14349,36103,36198201
120-14353,36105,
120+14354,36105,
120-14355,36105,
120+14356,36105,
120-14358,36025,
120+14358,36025,
120+14359,36025,
120-14360,36025,
120+14361,36025,
120-14365,36039,
120-14366,36039,
120+14366,36039,
120+14367,36039,
120-14384,36027,36198203
120+14385,36027,36198203
120-14418,36077,
120+14419,36077,
120-14422,36001,36197300
120-14423,36001,36197300
120+14423,36001,36197300
120+14424,36001,36197300
120-14455,36119,36198201
120-14456,36119,36198201
120+14456,36119,36198201
120+14457,36119,36198201
120-14463,36093,36197300
120+14464,36093,36197300
120+14498,36103,36198201
120-14502,36103,36198201
120-14503,36103,36198201
120+14503,36103,36198201
120-14504,36103,36198201
120+14504,36103,36198201
120-14505,36103,36198201
120+14505,36103,36198201
120+14506,36103,36198201
120-14523,36057,
120+14524,36057,
120-14532,36119,36198201
120-14533,36119,36198201
120+14533,36119,36198201
120+14534,36119,36198201
120+15212,36061,36198201
120-15220,36005,36198201
120-15221,36005,36198201
120-15222,36047,36198201
120-15223,36047,36198201
120+15223,36047,36198201
120-15224,36047,36198201
120+15224,36047,36198201
120-15225,36047,36198201
120+15225,36047,36198201
120-15226,36047,36198201
120+15226,36047,36198201
120-15227,36047,36198201
120+15227,36047,36198201
120-15228,36047,36198201
120+15228,36047,36198201
120-15229,36047,36198201
120+15229,36047,36198201
120-15230,36047,36198201
120+15230,36047,36198201
120-15231,36047,36198201
120+15231,36047,36198201
120-15232,36047,36198201
120+15232,36047,36198201
120+15235,36047,36198201
120-15237,36047,36198201
120-15238,36047,36198201
120-15240,36047,36198201
120-15241,36047,36198201
120-15243,36047,36198201
120+15244,36047,36198201
120-15245,36047,36198201
120-15246,36047,36198201
120+15246,36047,36198201
120-15251,36047,36198201
120+15252,36047,36198201
120-15254,36061,36198201
120-15255,36061,36198201
120-15256,36061,36198201
120-15257,36061,36198201
120-15258,36061,36198201
120-15259,36061,36198201
120+15264,36061,36198201
120+15265,36061,36198201
120+15266,36061,36198201
120-15267,36061,36198201
120-15268,36061,36198201
120-15269,36061,36198201
120-15270,36061,36198201
120-15271,36061,36198201
120-15272,36061,36198201
120-15273,36061,36198201
120-15274,36061,36198201
120+15277,36061,36198201
120+15278,36061,36198201
120+15279,36061,36198201
120+15280,36061,36198201
120+15281,36061,36198201
120+15282,36061,36198201
120+15283,36061,36198201
120+15284,36061,36198201
120+15285,36061,36198201
120-15286,36061,36198201
120-15287,36061,36198201
120+15287,36061,36198201
120+15288,36061,36198201
120-15290,36081,36198201
120-15291,36081,36198201
120+15291,36081,36198201
120+15293,36061,36198201
120+15294,36061,36198201
120+15295,36061,36198201
120-15302,36061,36198201
120-15303,36061,36198201
120+15303,36061,36198201
120-15304,36061,36198201
120+15304,36061,36198201
120-15305,36061,36198201
120+15305,36061,36198201
120-15306,36061,36198201
120+15306,36061,36198201
120-15307,36061,36198201
120+15307,36061,36198201
120-15308,36061,36198201
120+15308,36061,36198201
120-15309,36061,36198201
120+15309,36061,36198201
120-15310,36061,36198201
120+15310,36061,36198201
120-15311,36061,36198201
120+15311,36061,36198201
120+15312,36061,36198201
120+15313,36061,36198201
120+15322,36061,36198201
120+15323,36061,36198201
120+15324,36061,36198201
120-15327,36061,36198201
120-15328,36061,36198201
120+15328,36061,36198201
120-15329,36061,36198201
120+15329,36061,36198201
120-15330,36061,36198201
120+15330,36061,36198201
120-15331,36061,36198201
120+15331,36061,36198201
120-15332,36061,36198201
120+15332,36061,36198201
120-15333,36061,36198201
120+15333,36061,36198201
120-15334,36061,36198201
120+15334,36061,36198201
120+15336,36081,36198201
120-15340,36061,36198201
120-15341,36061,36198201
120+15341,36061,36198201
120-15342,36061,36198201
120-15343,36061,36198201
120-15344,36061,36198201
120+15344,36061,36198201
120+15345,36061,36198201
120-15346,36061,36198201
120-15347,36061,36198201
120-15348,36061,36198201
120-15349,36081,36198201
120-15356,36061,36198201
120-15357,36061,36198201
120+15363,36061,36198201
120-15368,36047,36198201
120-15369,36047,36198201
120+15369,36047,36198201
120-15370,36047,36198201
120+15370,36047,36198201
120-15371,36047,36198201
120+15371,36047,36198201
120-15372,36047,36198201
120+15372,36047,36198201
120-15373,36047,36198201
120+15373,36047,36198201
120-15375,36081,36198201
120+15376,36081,36198201
120+15382,36047,36198201
120+15383,36047,36198201
120-15407,36061,36198201
120-15408,36061,36198201
120+15408,36061,36198201
120+15409,36061,36198201
120-15411,36061,36198201
120+15412,36061,36198201
120-15429,36061,36198201
120-15430,36061,36198201
120+15431,36061,36198201
120+15448,36061,36198201
120-15449,36061,36198201
120-15451,36061,36198201
120-15457,36005,36198201
120+15462,36005,36198201
120+15463,36005,36198201
120-15466,36005,36198201
120+15467,36005,36198201
120-15470,36061,36198201
120-15471,36061,36198201
120+15471,36061,36198201
120-15472,36061,36198201
120+15472,36061,36198201
120+15473,36061,36198201
120-15477,36005,36198201
120-15478,36005,36198201
120+15478,36005,36198201
120-15479,36005,36198201
120+15479,36005,36198201
120-15480,36005,36198201
120+15480,36005,36198201
120+15481,36005,36198201
120-15482,36005,36198201
120-15483,36005,36198201
120+15483,36005,36198201
120-15484,36005,36198201
120+15484,36005,36198201
120+15485,36005,36198201
120-15489,36061,36198201
120+15506,36081,36198201
120+15507,36081,36198201
120-15508,36081,36198201
120-15509,36081,36198201
120+15509,36081,36198201
120-15510,36081,36198201
120+15510,36081,36198201
120-15511,36081,36198201
120+15511,36081,36198201
120-15512,36081,36198201
120+15512,36081,36198201
120-15513,36081,36198201
120+15513,36081,36198201
120-15514,36081,36198201
120+15514,36081,36198201
120+15515,36081,36198201
120-15520,36081,36198201
120-15529,36001,36197300
120+15530,36001,36197300
120-15540,36111,36200300
120+15541,36111,36200300
120+15547,36061,36198201
120+15548,36061,36198201
120+15549,36061,36198201
120+15550,36061,36198201
120+15551,36061,36198201
120+15552,36061,36198201
120+15553,36061,36198201
120-15554,36061,36198201
120+15554,36061,36198201
120-15555,36061,36198201
120+15555,36061,36198201
120-15556,36061,36198201
120+15556,36061,36198201
120-15557,36061,36198201
120+15557,36061,36198201
120-15558,36061,36198201
120+15558,36061,36198201
120-15559,36061,36198201
120+15559,36061,36198201
120+15560,36061,36198201
120-15563,36061,36198201
120+15570,36119,36198201
120-15574,36081,36198201
120+15575,36081,36198201
120-15576,36061,36198201
120-15577,36061,36198201
120+15577,36061,36198201
120+15578,36061,36198201
120-15579,36047,36198201
120-15580,36047,36198201
120+15580,36047,36198201
120-15581,36047,36198201
120+15581,36047,36198201
120-15582,36047,36198201
120+15582,36047,36198201
120+15583,36047,36198201
120+15584,36047,36198201
120-15591,36061,36198201
120-15592,36061,36198201
120+15592,36061,36198201
120+15593,36061,36198201
120-15601,36081,36198201
120+15601,36081,36198201
120+15602,36081,36198201
120+15603,36081,36198201
120+15604,36081,36198201
120-15607,36081,36198201
120-15608,36081,36198201
120+15608,36081,
120-15609,36081,36198201
120+15609,36081,36198201
120-15610,36081,36198201
120+15610,36081,36198201
120-15611,36081,36198201
120+15611,36081,36198201
120-15614,36061,36198201
120-15620,36119,36198201
120-15621,36119,36198201
120+15621,36119,36198201
120-15622,36119,36198201
120+15622,36119,36198201
120-15623,36119,36198201
120+15623,36119,36198201
120-15624,36119,36198201
120+15624,36119,36198201
120+15625,36119,36198201
120-15628,36047,36198201
120-15629,36047,36198201
120+15629,36047,36198201
120-15630,36047,36198201
120+15630,36047,36198201
120+15631,36047,36198201
120+15632,36047,36198201
120+15633,36047,36198201
120+15634,36047,36198201
120+15635,36047,36198201
120-15637,36119,36198201
120-15638,36119,36198201
120+15638,36119,36198201
120-15639,36119,36198201
120+15639,36119,36198201
120-15640,36119,
120-15641,36119,36198201
120+15641,36119,
120+15642,36119,36198201
120-15646,36081,36198201
120-15647,36081,36198201
120+15647,36081,36198201
120-15648,36081,36198201
120+15648,36081,36198201
120-15649,36081,36198201
120+15649,36081,36198201
120-15650,36081,36198201
120+15650,36081,36198201
120+15651,36081,36198201
120-15660,36059,36198201
120-15661,36059,36198201
120+15661,36059,36198201
120-15662,36059,36198201
120+15662,36059,36198201
120-15663,36059,36198201
120+15663,36059,36198201
120+15664,36059,36198201
120-15673,36119,36198201
120-15674,36119,36198201
120+15674,36119,36198201
120+15675,36119,36198201
120+15686,36047,36198201
120+15687,36047,36198201
120-15690,36085,36198201
120-15691,36085,36198201
120+15691,36085,36198201
120-15692,36085,36198201
120+15692,36085,36198201
120-15693,36085,36198201
120+15693,36085,36198201
120-15694,36085,36198201
120+15694,36085,36198201
120-15695,36085,36198201
120+15695,36085,36198201
120-15696,36085,36198201
120-15697,36085,36198201
120+15697,36085,36198201
120-15698,36085,36198201
120+15698,36085,36198201
120+15699,36085,36198201
120-15700,36061,36198201
120-15701,36061,36198201
120+15701,36061,36198201
120-15702,36061,36198201
120+15702,36061,36198201
120-15705,36085,36198201
120+15706,36085,36198201
120-15717,36081,36198201
120-15718,36081,36198201
120-15719,36081,36198201
120+15719,36081,36198201
120-15720,36081,36198201
120+15720,36081,36198201
120+15721,36081,36198201
120-15722,36081,36198201
120-15742,36061,36198201
120-15743,36061,36198201
120-15744,36061,36198201
120-15745,36061,36198201
120-15746,36061,36198201
120-15747,36061,36198201
120-15748,36061,36198201
120-15752,36061,36198201
120+15753,36061,36198201
120-15757,36119,36198201
120+15758,36119,36198201
120-15760,36001,36197300
120-15761,36001,36197300
120-15762,36005,36198201
120-15763,36005,36198201
120+15763,36005,36198201
120+15764,36005,36198201
120-15771,36059,36198201
120-15772,36059,36198201
120+15772,36059,36198201
120+15773,36059,36198201
120-15774,36081,36198201
120-15775,36081,36198201
120+15775,36081,36198201
120-15776,36081,36198201
120+15776,36081,36198201
120-15777,36081,36198201
120-15778,36081,36198201
120+15778,36081,36198201
120+15779,36081,36198201
120-15783,36047,36198201
120-15784,36047,36198201
120+15784,36047,36198201
120-15785,36047,36198201
120+15785,36047,36198201
120+15786,36047,36198201
120+15793,36061,36198201
120+15794,36061,36198201
120+15795,36061,36198201
120+15796,36061,36198201
120+15797,36061,36198201
120-15798,36005,36198201
120-15799,36005,36198201
120+15799,36005,36198201
120-15800,36005,36198201
120+15800,36005,36198201
120-15801,36005,36198201
120+15801,36005,36198201
120-15802,36005,36198201
120+15802,36005,36198201
120+15803,36005,36198201
120-15804,36005,36198201
120-15806,36005,36198201
120+15807,36005,36198201
120-15808,36005,36198201
120+15808,36005,36198201
120+15809,36005,36198201
120-15810,36005,36198201
120+15810,36005,36198201
120+15811,36005,36198201
120-15812,36005,36198201
120-15814,36005,36198201
120+15815,36005,36198201
120-15830,36047,36198201
120-15831,36047,36198201
120+15831,36047,36198201
120-15832,36047,36198201
120+15832,36047,36198201
120-15833,36047,36198201
120+15833,36047,36198201
120-15834,36047,36198201
120+15834,36047,36198201
120-15837,36047,36198201
120-15838,36047,36198201
120+15838,36047,36198201
120-15839,36047,36198201
120+15839,36047,36198201
120+15840,36047,36198201
120-15841,36103,36198201
120-15842,36103,36198201
120+15842,36103,36198201
120-15843,36103,36198201
120+15843,36103,36198201
120-15844,36103,36198201
120+15844,36103,36198201
120-15845,36103,36198201
120+15845,36103,36198201
120-15846,36103,36198201
120+15846,36103,36198201
120+15847,36103,36198201
120-15848,36103,36198201
120+15848,36103,36198201
120-15849,36103,36198201
120+15849,36103,36198201
120-15850,36103,36198201
120+15850,36103,36198201
120-15851,36103,36198201
120+15851,36103,36198201
120-15852,36103,36198201
120+15852,36103,36198201
120+15853,36103,36198201
120+15857,36103,36198201
120-15859,36103,36198201
120-15860,36103,36198201
120+15860,36103,36198201
120+15861,36103,36198201
120-15862,36103,36198201
120+15862,36103,36198201
120-15864,36103,36198201
120+15865,36103,36198201
120-15882,36005,36198201
120-15883,36005,36198201
120+15883,36005,36198201
120-15884,36005,36198201
120+15884,36005,36198201
120+15886,36119,36198201
120-15905,36119,36198201
120-15906,36119,36198201
120+15906,36119,36198201
120-15907,36119,36198201
120+15907,36119,36198201
120-15908,36119,36198201
120+15908,36119,36198201
120+15909,36119,36198201
120-15910,36119,36198201
120-15911,36119,36198201
120+15911,36119,36198201
120+15912,36119,36198201
120-15917,36061,36198201
120-15918,36061,36198201
120+15918,36061,36198201
120-15919,36061,36198201
120+15919,36061,36198201
120-15920,36061,36198201
120+15920,36061,36198201
120+15921,36061,36198201
120-15926,36061,36198201
120+15927,36061,36198201
120-15938,36061,36198201
120-15939,36061,36198201
120+15950,36061,36198201
120+15951,36061,36198201
120+15952,36061,36198201
120+15953,36061,36198201
120+15954,36061,36198201
120-15956,36027,36198203
120+15958,36027,36198203
120-15974,36061,36198201
120-15975,36061,36198201
120+15975,36061,36198201
120+15976,36061,36198201
120+15978,36061,36198201
120+15979,36061,36198201
120-15980,36059,36198201
120-15981,36059,36198201
120+15981,36059,36198201
120-15982,36059,36198201
120+15982,36059,36198201
120+15983,36059,36198201
120-15984,36085,36198201
120+15984,36085,36198201
120-15985,36085,36198201
120-15997,36081,36198201
120-15998,36081,36198201
120+15998,36081,36198201
120-15999,36081,36198201
120+15999,36081,36198201
120+16000,36081,36198201
120-16007,36081,36198201
120-16008,36047,36198201
120+16008,36081,36198201
120+16009,36047,36198201
120-16031,36081,36198201
120-16065,36087,36198201
120-16083,36081,36198201
120+16084,36081,36198201
120-16091,36081,36198201
120+16092,36081,36198201
120-16093,36081,36198201
120+16094,36081,36198201
120-16095,36081,36198201
120+16096,36081,36198201
120+16098,36081,36198201
120+16100,36081,36198201
120-16108,36103,36198201
120+16109,36103,36198201
120-16114,36119,36198201
120+16114,36119,36198201
120+16115,36119,36198201
120-16133,36005,36198201
120-16134,36005,36198201
120+16134,36005,36198201
120-16135,36005,36198201
120+16135,36005,36198201
120+16136,36005,36198201
120-16143,36061,36198201
120-16144,36061,36198201
120+16144,36061,36198201
120+16145,36061,36198201
120-16146,36061,36198201
120+16147,36061,36198201
120-16150,36047,36198201
120-16151,36047,36198201
120+16151,36047,36198201
120-16152,36047,36198201
120+16152,36047,36198201
120-16153,36047,36198201
120+16153,36047,36198201
120-16154,36047,36198201
120+16154,36047,36198201
120+16155,36047,36198201
120-16160,36081,36198201
120+16160,36081,36198201
120+16161,36081,36198201
120-16173,36047,36198201
120+16173,36047,36198201
120-16174,36001,36197300
120+16175,36001,36197300
120-16178,36103,36198201
120+16178,36103,36198201
120-16179,36103,36198201
120+16179,36103,36198201
120-16180,36103,36198201
120+16180,36103,36198201
120-16181,36103,36198201
120+16181,36103,36198201
120-16182,36103,36198201
120+16182,36103,36198201
120-16183,36103,36198201
120+16183,36103,36198201
120-16184,36103,36198201
120+16184,36103,36198201
120-16185,36103,36198201
120+16185,36103,36198201
120-16186,36103,36198201
120+16186,36103,36198201
120-16187,36103,36198201
120+16187,36103,36198201
120-16188,36103,36198201
120+16188,36103,36198201
120-16189,36103,36198201
120+16189,36103,36198201
120-16190,36103,36198201
120+16190,36103,36198201
120-16191,36103,36198201
120+16191,36103,36198201
120+16192,36103,36198201
120+16196,36061,36198201
120+16198,36061,36198201
120-16199,36061,36198201
120-16201,36061,36198201
120-16203,36061,36198201
120-16204,36061,36198201
120+16204,36061,36198201
120+16205,36061,36198201
120+16221,36047,36198201
120-16224,36047,36198201
120-16225,36047,36198201
120+16225,36047,36198201
120-16226,36047,36198201
120+16226,36047,36198201
120-16227,36081,36198201
120+16227,36047,36198201
120+16228,36081,36198201
120-16231,36081,36198201
120+16231,36081,36198201
120-16232,36081,36198201
120+16232,36081,36198201
120-16233,36081,36198201
120+16233,36081,36198201
120-16234,36081,36198201
120+16234,36081,36198201
120-16235,36081,36198201
120+16235,36081,36198201
120-16236,36081,36198201
120+16236,36081,36198201
120-16237,36081,36198201
120+16237,36081,36198201
120+16238,36081,36198201
120-16239,36059,36198201
120-16240,36059,36198201
120+16240,36059,36198201
120-16241,36059,36198201
120+16241,36059,36198201
120+16242,36059,36198201
120-16254,36119,36198201
120+16277,36061,36198201
120+16278,36061,36198201
120-16279,36059,36198201
120-16280,36059,36198201
120+16280,36059,36198201
120-16281,36059,36198201
120+16281,36059,36198201
120-16282,36059,36198201
120+16282,36059,36198201
120-16283,36059,36198201
120+16283,36059,36198201
120-16284,36059,36198201
120+16284,36059,36198201
120-16285,36059,36198201
120+16285,36059,36198201
120+16286,36059,36198201
120-16290,36047,36198201
120-16291,36047,36198201
120+16291,36047,36198201
120+16292,36047,36198201
120-16297,36047,36198201
120-16298,36047,36198201
120+16298,36047,36198201
120-16299,36047,36198201
120+16299,36047,36198201
120-16300,36047,36198201
120+16300,36047,36198201
120-16301,36005,36198201
120+16301,36005,36198201
120-16302,36005,36198201
120+16302,36005,36198201
120-16303,36005,36198201
120+16303,36005,36198201
120-16304,36005,36198201
120+16304,36005,36198201
120-16305,36005,36198201
120+16305,36005,36198201
120-16306,36005,36198201
120+16306,36005,36198201
120-16307,36005,36198201
120+16307,36005,36198201
120+16308,36005,36198201
120-16323,36047,36198201
120-16324,36047,36198201
120+16324,36047,36198201
120-16325,36081,36198201
120+16325,36081,36198201
120-16326,36081,36198201
120+16326,36081,36198201
120+16327,36081,36198201
120-16330,36061,36198201
120+16331,36061,36198201
120+16338,36047,36198201
120+16339,36047,36198201
120-16340,36061,36198201
120+16341,36061,36198201
120-16379,36061,36198201
120+16379,36061,36198201
120-16380,36061,36198201
120+16380,36061,36198201
120-16381,36061,36198201
120+16381,36061,36198201
120-16382,36047,36198201
120-16383,36047,36198201
120+16383,36047,36198201
120-16392,36047,36198201
120+16393,36047,36198201
120-16395,36119,36198201
120+16396,36119,36198201
120-16402,36085,36198201
120-16403,36085,36198201
120+16403,36085,36198201
120-16404,36085,36198201
120+16404,36085,36198201
120-16405,36085,36198201
120+16405,36085,36198201
120-16406,36085,36198201
120+16406,36085,36198201
120-16407,36085,36198201
120+16407,36085,36198201
120+16408,36085,36198201
120-16411,36047,36198201
120+16411,36047,36198201
120-16412,36047,36198201
120+16412,36047,36198201
120-16413,36047,36198201
120+16413,36047,36198201
120-16414,36081,36198201
120+16414,36047,36198201
120-16415,36081,36198201
120+16415,36081,36198201
120-16416,36081,36198201
120+16416,36081,36198201
120-16417,36081,36198201
120+16417,36081,36198201
120-16418,36081,36198201
120+16418,36081,36198201
120-16419,36081,36198201
120+16419,36081,36198201
120-16420,36081,36198201
120+16420,36081,36198201
120-16421,36081,36198201
120+16421,36081,36198201
120-16422,36081,36198201
120+16422,36081,36198201
120-16425,36005,36198201
120+16425,36005,36198201
120-16426,36005,36198201
120-16427,36005,36198201
120+16427,36005,36198201
120-16428,36005,36198201
120+16428,36005,36198201
120+16429,36005,36198201
120-16436,36081,36198201
120+16436,36081,36198201
120-16437,36081,36198201
120+16437,36081,36198201
120-16438,36081,36198201
120+16438,36081,36198201
120-16439,36081,36198201
120+16439,36081,36198201
120-16462,36047,36198201
120-16463,36047,36198201
120+16463,36047,36198201
120-16464,36047,36198201
120+16464,36047,36198201
120-16465,36047,36198201
120+16465,36047,36198201
120-16466,36047,36198201
120+16466,36047,36198201
120-16467,36047,36198201
120+16467,36047,36198201
120+16468,36047,36198201
120-16470,36047,36198201
120+16471,36047,36198201
120-16477,36061,36198201
120-16478,36061,36198201
120-16479,36061,36198201
120+16483,36061,36198201
120+16489,36119,36198201
120+16490,36119,36198201
120-16500,36047,36198201
120-16503,36047,36198201
120+16504,36047,36198201
120-16509,36119,36198201
120-16510,36119,36198201
120+16510,36119,36198201
120-16511,36119,36198201
120+16511,36119,36198201
120-16512,36119,36198201
120+16512,36119,36198201
120-16513,36119,36198201
120+16513,36119,36198201
120-16514,36119,36198201
120+16514,36119,36198201
120+16515,36119,36198201
120-16534,36001,36197300
120-16535,36001,36197300
120+16535,36001,36197300
120+16536,36001,36197300
120-16545,36119,36198201
120-16546,36119,36198201
120+16546,36119,36198201
120-16547,36119,36198201
120+16547,36119,36198201
120-16548,36119,36198201
120+16548,36119,36198201
120-16549,36119,36198201
120+16549,36119,36198201
120-16550,36119,36198201
120+16550,36119,36198201
120-16551,36119,36198201
120+16551,36119,36198201
120+16552,36119,36198201
120-16553,36119,36198201
120+16554,36119,36198201
120-16572,36059,36198201
120+16572,36059,36198201
120-16573,36059,36198201
120+16573,36059,36198201
120-16574,36047,36198201
120-16575,36047,36198201
120+16575,36047,36198201
120-16576,36047,36198201
120+16576,36047,36198201
120-16577,36047,36198201
120+16577,36047,36198201
120+16578,36047,36198201
120-16586,36081,36198201
120-16587,36081,36198201
120+16587,36081,36198201
120-16588,36081,36198201
120+16588,36081,36198201
120-16589,36081,36198201
120+16589,36081,36198201
120-16590,36081,36198201
120+16590,36081,36198201
120-16591,36081,36198201
120+16591,36081,36198201
120-16592,36047,36198201
120+16592,36081,36198201
120-16593,36047,36198201
120+16593,36047,36198201
120-16594,36047,36198201
120+16594,36047,36198201
120+16595,36047,36198201
120-16597,36119,36198201
120+16598,36119,36198201
120+16602,36087,36198201
120-16619,36005,36198201
120-16620,36005,36198201
120+16620,36005,36198201
120-16621,36005,36198201
120+16621,36005,36198201
120-16622,36005,36198201
120+16622,36005,36198201
120-16627,36081,36198201
120-16628,36081,36198201
120+16628,36081,36198201
120-16629,36081,36198201
120+16629,36081,36198201
120-16630,36081,36198201
120+16630,36081,36198201
120-16631,36081,36198201
120+16631,36081,36198201
120-16632,36047,36198201
120+16632,36081,36198201
120-16633,36047,36198201
120+16633,36047,36198201
120-16634,36047,36198201
120+16634,36047,36198201
120-16635,36047,36198201
120+16635,36047,36198201
120+16636,36047,36198201
120-16637,36085,36198201
120+16638,36085,36198201
120+16639,36085,36198201
120+16641,36085,36198201
120+16642,36059,36198201
120-16655,36119,36198201
120-16656,36119,36198201
120+16656,36119,36198201
120-16657,36119,36198201
120+16657,36119,36198201
120-16658,36119,36198201
120+16658,36119,36198201
120-16659,36119,36198201
120+16659,36119,36198201
120-16660,36119,36198201
120+16660,36119,36198201
120-16661,36119,36198201
120+16661,36119,36198201
120-16662,36119,36198201
120+16662,36119,36198201
120-16663,36119,36198201
120+16663,36119,36198201
120+16664,36119,36198201
120-16675,36047,36198201
120-16676,36047,36198201
120-16677,36047,36198201
120-16678,36047,36198201
120-16683,36047,36198201
120-16684,36047,36198201
120+16684,36047,36198201
120+16689,36119,36198201
120-16694,36021,
120+16695,36021,
120-16696,36059,36198201
120+16696,36059,36198201
120-16697,36059,36198201
120+16697,36059,36198201
120-16698,36059,36198201
120+16698,36059,36198201
120-16705,36087,36198201
120+16706,36087,36198201
120-16713,36061,36198201
120+16714,36061,36198201
120-16715,36061,36198201
120-16717,36061,36198201
120+16717,36061,36198201
120+16718,36061,36198201
120-16728,36061,36198201
120+16729,36061,36198201
120-16734,36061,36198201
120+16734,36061,36198201
120-16735,36061,36198201
120+16735,36061,36198201
120+16736,36061,36198201
120-16748,36059,36198201
120+16749,36059,36198201
120-16752,36119,36198201
120+16753,36119,36198201
120+16766,36047,36198201
120+16767,36047,36198201
120-16773,36047,36198201
120+16774,36047,36198201
120-16777,36081,36198201
120-16778,36081,36198201
120+16778,36081,36198201
120-16779,36081,36198201
120+16779,36081,36198201
120-16780,36081,36198201
120+16780,36081,36198201
120-16781,36081,36198201
120+16781,36081,36198201
120-16782,36081,36198201
120+16782,36081,36198201
120-16783,36081,36198201
120+16783,36081,36198201
120-16784,36081,36198201
120+16784,36081,36198201
120+16785,36081,36198201
120-16800,36047,36198201
120-16801,36047,36198201
120+16801,36047,36198201
120+16802,36047,36198201
120-16812,36005,36198201
120+16813,36005,36198201
120-16821,36061,36198201
120+16821,36061,36198201
120-16822,36061,36198201
120+16822,36061,36198201
120-16840,36081,36198201
120+16841,36081,36198201
120-16844,36059,36198201
120+16844,36059,36198201
120+16845,36059,36198201
120-16846,36059,36198201
120+16846,36059,36198201
120-16847,36059,36198201
120+16847,36059,36198201
120+16850,36059,36198201
120-16851,36103,36198201
120+16851,36059,36198201
120-16852,36103,36198201
120+16852,36103,36198201
120-16853,36103,36198201
120+16853,36103,36198201
120-16854,36103,36198201
120+16854,36103,36198201
120-16855,36103,36198201
120+16855,36103,36198201
120-16856,36103,36198201
120+16856,36103,36198201
120-16857,36103,36198201
120+16857,36103,36198201
120-16858,36103,36198201
120+16858,36103,36198201
120-16866,36059,36198201
120-16868,36047,36198201
120-16869,36047,36198201
120+16869,36047,36198201
120+16870,36047,36198201
120+16874,36005,36198201
120-16883,36061,36198201
120-16885,36061,36198201
120+16886,36061,36198201
120+16903,36081,36198201
120-16904,36047,36198201
120-16905,36047,36198201
120+16905,36047,36198201
120-16906,36047,36198201
120+16906,36047,36198201
120+16907,36047,36198201
120-16914,36061,36198201
120+16915,36061,36198201
120+16917,36061,36198201
120+16918,36061,36198201
120-16923,36119,36198201
120-16924,36119,36198201
120+16924,36119,36198201
120-16925,36119,36198201
120+16925,36119,36198201
120-16930,36081,36198201
120+16930,36081,36198201
120-16931,36081,36198201
120+16931,36081,36198201
120-16932,36081,36198201
120+16932,36081,36198201
120+16933,36081,36198201
120+16934,36081,36198201
120-16936,36081,36198201
120+16936,36081,36198201
120+16938,36061,36198201
120-16939,36081,36198201
120+16939,36081,36198201
120-16940,36081,36198201
120+16940,36081,36198201
120-16941,36081,36198201
120+16941,36081,36198201
120-16942,36081,36198201
120+16942,36081,36198201
120-16943,36081,36198201
120+16943,36081,36198201
120-16944,36081,36198201
120+16944,36081,36198201
120+16945,36081,36198201
120-16958,36047,36198201
120+16959,36047,36198201
120-16962,36061,36198201
120-16963,36061,36198201
120-16964,36061,36198201
120+16969,36061,36198201
120+16970,36061,36198201
120-16971,36085,36198201
120-16972,36085,36198201
120+16972,36085,36198201
120-16973,36085,36198201
120+16973,36085,36198201
120-16974,36085,36198201
120+16974,36085,36198201
120-16975,36085,36198201
120+16975,36085,36198201
120-16976,36085,36198201
120+16976,36085,36198201
120-16977,36085,36198201
120+16977,36085,36198201
120-16978,36085,36198201
120+16978,36085,36198201
120-16979,36085,36198201
120+16979,36085,36198201
120+16980,36085,36198201
120+16982,36081,36198201
120-16995,36061,36198201
120-17000,36061,36198201
120-17008,36043,36197200
120+17009,36043,36197200
120-17017,36001,36197300
120-17018,36001,36197300
120+17018,36001,36197300
120-17019,36001,36197300
120+17019,36001,36197300
120-17020,36001,36197300
120+17020,36001,36197300
120-17021,36001,36197300
120+17021,36001,36197300
120-17022,36001,36197300
120+17022,36001,36197300
120-17023,36001,36197300
120+17023,36001,36197300
120-17024,36001,36197300
120+17024,36001,36197300
120+17025,36001,36197300
120-17026,36093,36197300
120+17027,36093,36197300
120+17036,36119,36198201
120-17052,36005,36198201
120-17070,36005,36198201
120+17070,36005,36198201
120-17071,36081,36198201
120-17072,36081,36198201
120+17072,36081,36198201
120-17073,36081,36198201
120+17073,36081,36198201
120+17074,36081,36198201
120-17075,36119,36198201
120-17076,36119,36198201
120-17096,36081,36198201
120-17097,36061,36198201
