Travel_Time_Code,County_Code,Mpo_Code
104P12424,36063,36197401
104P12427,36063,36197401
104P12431,36063,36197401
104P12574,36065,36197200
104P12576,36065,36197200
104P12582,36065,36197200
104P12586,36065,36197200
104P12588,36065,36197200
104P12590,36065,36197200
104P12600,36065,36197200
104P12602,36065,36197200
104P12606,36065,36197200
104P12608,36065,36197200
104P12612,36029,36197401
104P12614,36029,36197401
104P12616,36029,36197401
104P12625,36015,36197500
104P12629,36029,36197401
104P12635,36007,36197402
104P12637,36007,36197402
104P12639,36007,36197402
104P12647,36007,36197402
104P12649,36007,36197402
104P12651,36007,36197402
104P12655,36007,36197402
104P12659,36007,36197402
104P12661,36007,36197402
104P12665,36007,36197402
104P12667,36007,36197402
104P12669,36007,36197402
104P12671,36007,36197402
104P12673,36067,36196500
104P12681,36029,36197401
104P12683,36063,36197401
104P12701,36063,36197401
104P12757,36045,
104P12758,36045,36201400
104P12765,36089,
104P12766,36007,36197402
104P12772,36045,36201400
104P12807,36045,36201400
104P12809,36045,36201400
104P12815,36089,
104P12816,36089,
104P12821,36089,
104P12822,36089,
104P12823,36089,
104P12833,36089,
104P12834,36089,
104P12838,36089,
104P12849,36109,36199200
104P12859,36015,36197500
104P12860,36015,36197500
104P12861,36015,36197500
104P12863,36015,36197500
104P12864,36015,36197500
104P12867,36015,36197500
104P13157,36013,
104P13287,36029,36197401
104P13289,36029,36197401
104P13293,36029,36197401
104P13295,36063,36197401
104P13297,36063,36197401
104P13299,36063,36197401
104P13303,36063,36197401
104P13305,36063,36197401
104P13307,36063,36197401
104P13311,36029,36197401
104P13313,36029,36197401
104P13331,36055,36197700
104P13335,36055,36197700
104P13595,36063,36197401
104P13596,36063,36197401
104P13600,36029,36197401
104P13602,36029,36197401
104P13614,36063,36197401
104P13628,36055,36197700
104P13629,36055,36197700
104P13631,36055,36197700
104P13632,36055,36197700
104P13633,36055,36197700
104P13634,36055,36197700
104P13639,36055,36197700
104P13641,36055,36197700
104P13642,36055,36197700
104P13645,36055,36197700
104P13646,36055,36197700
104P13648,36055,36197700
104P13649,36055,36197700
104P13652,36011,
104P13654,36011,
104P13659,36007,36197402
104P13660,36007,36197402
104P13661,36007,36197402
104P13663,36063,36197401
120-04098,36027,36198203
120+04098,36027,36198203
120-04099,36027,36198203
120+04099,36027,36198203
120-04100,36027,36198203
120+04100,36027,36198203
120-04101,36027,36198203
120+04101,36027,36198203
120-04102,36027,36198203
120+04102,36027,36198203
120-04103,36027,36198203
120+04103,36027,36198203
120-04104,36027,36198203
120+04104,36027,36198203
120-04105,36087,36198201
120-04106,36071,
120+04106,36087,36198201
120-04107,36071,36198202
120+04107,36071,
120-04108,36071,
120+04108,36071,36198202
120-04109,36111,36200300
120+04109,36071,
120-04110,36071,36198202
120-04111,36071,36198202
120+04111,36071,36198202
120-04112,36071,36198202
120+04112,36071,36198202
120-04113,36071,36198202
120+04113,36071,36198202
120-04114,36071,36198202
120+04114,36071,36198202
120-04115,36071,36198202
120+04115,36071,36198202
120-04116,36071,36198202
120+04116,36071,36198202
120-04117,36071,36198202
120+04117,36071,36198202
120-04118,36071,36198202
120+04118,36071,36198202
120-04119,36105,
120+04119,36071,36198202
120-04120,36071,36198202
120-04121,36071,36198202
120+04121,36071,
120-04122,36071,36198202
120+04122,36071,36198202
120-04123,36071,36198202
120+04123,36071,36198202
120-04124,36071,36198202
120+04124,36071,36198202
120-04125,36071,36198202
120+04125,36071,36198202
120-04126,36071,36198202
120+04126,36071,36198202
120-04127,36071,36198202
120+04127,36071,36198202
120-04128,36071,36198202
120+04128,36071,36198202
120-04129,36071,36198202
120+04129,36071,36198202
120-04130,36071,36198202
120+04130,36071,36198202
120-04131,36027,36198203
120+04131,36071,36198202
120-04132,36027,36198203
120+04132,36027,36198203
120-04133,36027,36198203
120+04133,36027,36198203
120-04134,36027,36198203
120+04134,36027,36198203
120-04135,36027,36198203
120+04135,36027,36198203
120-04136,36027,36198203
120+04136,36027,36198203
120-04137,36027,
120+04137,36027,36198203
120-04138,36079,36198201
120+04138,36027,
120-04139,36079,36198201
120+04139,36079,36198201
120-04140,36079,36198201
120+04140,36079,36198201
120-04141,36079,36198201
120+04141,36079,36198201
120-04142,36079,36198201
120+04142,36079,36198201
120+04143,36079,36198201
120-04161,36119,36198201
120-04162,36119,36198201
120+04162,36119,36198201
120-04163,36119,36198201
120+04163,36119,36198201
120+04164,36119,36198201
120-04165,36119,36198201
120-04166,36119,36198201
120+04166,36119,36198201
120-04167,36119,36198201
120+04167,36119,36198201
120-04168,36119,36198201
120+04168,36119,36198201
120-04169,36119,36198201
120+04169,36119,36198201
120-04170,36119,36198201
120+04170,36119,36198201
120-04171,36119,36198201
120+04171,36119,36198201
120-04172,36079,36198201
120+04172,36119,36198201
120-04173,36079,36198201
120+04173,36079,36198201
120-04174,36079,36198201
120+04174,36079,36198201
120+04175,36079,36198201
120-04176,36087,
120-04177,36087,36198201
120+04177,36087,36198201
120-04178,36087,36198201
120+04178,36087,36198201
120-04179,36087,36198201
120+04179,36087,36198201
120-04180,36087,36198201
120+04180,36087,36198201
120-04181,36087,36198201
120+04181,36087,36198201
120-04182,36087,36198201
120+04182,36087,36198201
120-04183,36087,36198201
120+04183,36087,36198201
120-04184,36087,36198201
120+04184,36087,36198201
120-04185,36087,36198201
120+04185,36087,36198201
120-04186,36087,36198201
120+04186,36087,36198201
120-04187,36087,36198201
120+04187,36087,36198201
120-04188,36087,
120+04188,36087,36198201
120-04189,36071,36198202
120+04189,36087,
120-04190,36071,36198202
120+04190,36071,36198202
120-04191,36071,36198202
120+04191,36071,36198202
120+04192,36071,36198202
120-04193,36119,36198201
120+04193,36119,36198201
120-04194,36119,36198201
120+04194,36119,36198201
120-04195,36119,36198201
120+04195,36119,36198201
120-04196,36119,36198201
120+04196,36119,36198201
120-04197,36119,36198201
120+04197,36119,36198201
120-04199,36119,36198201
120+04199,36119,36198201
120-04200,36119,36198201
120+04200,36119,36198201
120-04201,36119,36198201
120+04201,36119,36198201
120-04202,36119,36198201
120+04202,36119,36198201
120-04203,36119,36198201
120+04203,36119,36198201
120-04204,36119,36198201
120+04204,36119,36198201
120-04205,36119,36198201
120+04205,36119,36198201
120-04206,36119,36198201
120+04206,36119,36198201
120-04207,36119,36198201
120+04207,36119,36198201
120-04208,36119,36198201
120+04208,36119,36198201
120-04209,36119,36198201
120+04209,36119,36198201
120-04210,36119,36198201
120+04210,36119,36198201
120-04226,36119,36198201
120-04227,36119,36198201
120+04227,36119,36198201
120-04228,36119,36198201
120+04228,36119,36198201
120-04229,36119,36198201
120+04229,36119,36198201
120-04230,36119,36198201
120+04230,36119,36198201
120-04231,36119,36198201
120+04231,36119,36198201
120-04232,36119,36198201
120+04232,36119,36198201
120-04233,36119,36198201
120+04233,36119,36198201
120-04234,36119,36198201
120+04234,36119,36198201
120-04235,36119,36198201
120+04235,36119,36198201
120-04236,36119,36198201
120+04236,36119,36198201
120-04237,36119,36198201
120+04237,36119,36198201
120-04238,36119,36198201
120+04238,36119,36198201
120-04239,36119,36198201
120+04239,36119,36198201
120-04240,36119,36198201
120+04240,36119,36198201
120-04241,36119,36198201
120+04241,36119,36198201
120+04242,36119,36198201
120-04243,36119,36198201
120-04244,36119,36198201
120+04244,36119,36198201
120-04245,36119,36198201
120+04245,36119,36198201
120-04246,36119,36198201
120+04246,36119,36198201
120-04247,36087,36198201
120+04247,36087,36198201
120-04248,36087,36198201
120+04248,36087,36198201
120-04249,36087,36198201
120+04249,36087,36198201
120-04250,36087,36198201
120+04250,36087,36198201
120-04251,36087,36198201
120+04251,36087,36198201
120-04252,36087,36198201
120+04252,36087,36198201
120-04253,36087,36198201
120+04253,36087,36198201
120-04254,36087,36198201
120+04254,36087,36198201
120-04255,36087,36198201
120+04255,36087,36198201
120+04256,36087,36198201
120-04257,36087,36198201
120+04258,36087,36198201
120-04259,36087,36198201
120-04260,36087,36198201
120+04260,36087,
120+04261,36087,36198201
120-04360,36005,36198201
120-04361,36005,36198201
120+04361,36005,36198201
120-04362,36005,36198201
120+04362,36005,36198201
120-04363,36005,36198201
120+04363,36005,36198201
120-04364,36005,36198201
120+04364,36005,36198201
120-04365,36005,36198201
120+04365,36005,36198201
120-04366,36005,36198201
120+04366,36005,36198201
120-04367,36005,36198201
120+04367,36005,36198201
120-04368,36005,36198201
120+04368,36005,36198201
120-04369,36005,36198201
120+04369,36005,36198201
120-04370,36005,36198201
120+04370,36005,36198201
120-04371,36005,36198201
120+04371,36005,36198201
120-04372,36005,36198201
120+04372,36005,36198201
120-04373,36005,36198201
120+04373,36005,36198201
120-04374,36119,36198201
120+04374,36005,36198201
120-04375,36119,36198201
120+04375,36119,36198201
120-04376,36119,36198201
120+04376,36119,36198201
120-04377,36119,36198201
120+04377,36119,36198201
120-04378,36119,36198201
120+04378,36119,36198201
120-04379,36119,36198201
120+04379,36119,36198201
120-04380,36119,36198201
120+04380,36119,36198201
120-04381,36119,36198201
120+04381,36119,36198201
120-04382,36119,36198201
120+04382,36119,36198201
120-04383,36119,36198201
120+04383,36119,36198201
120-04384,36119,36198201
120+04384,36119,36198201
120-04385,36119,36198201
120+04385,36119,36198201
120-04386,36119,36198201
120+04386,36119,36198201
120+04387,36119,36198201
120-04388,36119,36198201
120-04389,36119,36198201
120+04389,36119,36198201
120-04390,36119,36198201
120+04390,36119,36198201
120-04391,36119,36198201
120+04391,36119,36198201
120-04392,36119,36198201
120+04392,36119,36198201
120-04393,36119,36198201
120+04393,36119,36198201
120-04394,36119,36198201
120+04394,36119,36198201
120-04395,36119,36198201
120+04395,36119,36198201
120-04396,36119,36198201
120+04396,36119,36198201
120+04397,36119,36198201
120-04425,36005,36198201
120-04426,36005,36198201
120+04426,36005,36198201
120-04427,36005,36198201
120+04427,36005,36198201
120-04428,36005,36198201
120+04428,36005,36198201
120-04429,36005,36198201
120+04429,36005,36198201
120-04430,36005,36198201
120+04430,36005,36198201
120-04431,36005,36198201
120+04431,36005,36198201
120-04432,36119,36198201
120+04432,36005,36198201
120-04433,36119,36198201
120+04433,36119,36198201
120-04434,36119,36198201
120+04434,36119,36198201
120-04435,36119,36198201
120+04435,36119,36198201
120-04436,36119,36198201
120+04436,36119,36198201
120-04437,36119,36198201
120+04437,36119,36198201
120-04438,36119,36198201
120+04438,36119,36198201
120-04439,36119,36198201
120+04439,36119,36198201
120-04440,36119,36198201
120+04440,36119,36198201
120-04441,36119,36198201
120+04441,36119,36198201
120-04442,36119,36198201
120+04442,36119,36198201
120-04443,36119,36198201
120+04443,36119,36198201
120-04444,36119,36198201
120+04444,36119,36198201
120-04445,36119,36198201
120+04445,36119,36198201
120-04446,36119,36198201
120+04446,36119,36198201
120-04447,36119,36198201
120+04447,36119,36198201
120-04448,36119,36198201
120+04448,36119,36198201
120-04449,36119,36198201
120+04449,36119,36198201
120-04450,36119,36198201
120+04450,36119,36198201
120-04451,36119,36198201
120+04451,36119,36198201
120-04452,36119,36198201
120+04452,36119,36198201
120-04453,36119,36198201
120+04453,36119,36198201
120+04454,36119,36198201
120-04507,36087,36198201
120-04700,36087,36198201
120-04741,36103,36198201
120+04741,36103,36198201
120-04742,36103,36198201
120+04742,36103,36198201
120-04743,36103,36198201
120+04743,36103,36198201
120-04744,36103,36198201
120+04744,36103,36198201
120-04745,36103,36198201
120+04745,36103,36198201
120-04746,36103,36198201
120+04746,36103,36198201
120-04747,36103,36198201
120+04747,36103,36198201
120-04748,36103,36198201
120+04748,36103,36198201
120-04749,36103,36198201
120+04749,36103,36198201
120-04750,36103,36198201
120+04750,36103,36198201
120-04751,36103,36198201
120+04751,36103,36198201
120-04752,36103,36198201
120+04752,36103,36198201
120-04753,36103,36198201
120+04753,36103,36198201
120-04754,36103,36198201
120+04754,36103,36198201
120-04755,36103,36198201
120+04755,36103,36198201
120-04756,36103,36198201
120+04756,36103,36198201
120-04757,36103,36198201
120+04757,36103,36198201
120-04758,36103,36198201
120+04758,36103,36198201
120-04759,36103,36198201
120+04759,36103,36198201
120-04760,36103,36198201
120+04760,36103,36198201
120-04761,36103,36198201
120+04761,36103,36198201
120-04762,36103,36198201
120+04762,36103,36198201
120-04763,36103,36198201
120+04763,36103,36198201
120-04764,36103,36198201
120+04764,36103,36198201
120-04765,36103,36198201
120+04765,36103,36198201
120+04766,36061,36198201
120+04767,36061,36198201
120-04779,36087,
120-04782,36085,36198201
120-04794,36005,36198201
120-04795,36005,36198201
120-04796,36005,36198201
120+04796,36005,36198201
120-04797,36005,36198201
120+04797,36005,36198201
120-04798,36005,36198201
120+04798,36005,36198201
120-04799,36005,36198201
120+04799,36005,36198201
120-04800,36005,36198201
120+04800,36005,36198201
120-04801,36005,36198201
120+04801,36005,36198201
120-04802,36005,36198201
120+04802,36005,36198201
120-04803,36005,36198201
120+04803,36005,36198201
120-04804,36005,36198201
120+04804,36005,36198201
120-04805,36005,36198201
120+04805,36005,36198201
120-04806,36005,36198201
120+04806,36005,36198201
120-04807,36005,36198201
120+04807,36005,36198201
120-04808,36005,36198201
120+04808,36005,36198201
120-04809,36005,36198201
120+04809,36005,36198201
120-04810,36005,36198201
120+04810,36005,36198201
120-04811,36005,36198201
120+04811,36005,36198201
120-04812,36119,36198201
120+04812,36005,36198201
120-04813,36119,36198201
120+04813,36119,36198201
120-04814,36119,36198201
120+04814,36119,36198201
120-04815,36119,36198201
120+04815,36119,36198201
120-04816,36119,36198201
120+04816,36119,36198201
120-04817,36119,36198201
120+04817,36119,36198201
120-04818,36119,36198201
120+04818,36119,36198201
120-04819,36119,36198201
120+04819,36119,36198201
120-04820,36119,36198201
120+04820,36119,36198201
120-04821,36119,36198201
120+04821,36119,36198201
120-04822,36119,36198201
120+04822,36119,36198201
120-04823,36119,36198201
120+04823,36119,36198201
120+04824,36119,36198201
120-04864,36103,36198201
120+04864,36103,36198201
120-04865,36103,36198201
120+04865,36103,36198201
120-04866,36103,36198201
120+04866,36103,36198201
120-04867,36103,36198201
120+04867,36103,36198201
120-04868,36103,36198201
120+04868,36103,36198201
120-04869,36103,36198201
120+04869,36103,36198201
120-04870,36103,36198201
120+04870,36103,36198201
120-04871,36103,36198201
120+04871,36103,36198201
120-04872,36103,36198201
120+04872,36103,36198201
120-04873,36103,36198201
120+04873,36103,36198201
120-04874,36103,36198201
120+04874,36103,36198201
120-04875,36103,36198201
120+04875,36103,36198201
120-04876,36103,36198201
120+04876,36103,36198201
120-04877,36103,36198201
120+04877,36103,36198201
120-04878,36103,36198201
120+04878,36103,36198201
120-04879,36103,36198201
120+04879,36103,36198201
120-04880,36103,36198201
120+04880,36103,36198201
120-04881,36047,36198201
120-04882,36047,36198201
120+04882,36047,36198201
120-04883,36047,36198201
120+04883,36047,36198201
120-04884,36047,36198201
120+04884,36047,36198201
120+04885,36047,36198201
120-04886,36103,36198201
120-04887,36103,36198201
120+04887,36103,36198201
120-04888,36103,36198201
120+04888,36103,36198201
120-04889,36103,36198201
120+04889,36103,36198201
120-04890,36103,36198201
120+04890,36103,36198201
120-04891,36103,36198201
120+04891,36103,36198201
120-04892,36103,36198201
120+04892,36103,36198201
120-04893,36103,36198201
120+04893,36103,36198201
120-04894,36103,36198201
120+04894,36103,36198201
120-04895,36103,36198201
120+04895,36103,36198201
120-04896,36103,36198201
120+04896,36103,36198201
120-04897,36103,36198201
120+04897,36103,36198201
120-04898,36103,36198201
120+04898,36103,36198201
120-04899,36103,36198201
120+04899,36103,36198201
120-04900,36103,36198201
120+04900,36103,36198201
120-04901,36103,36198201
120+04901,36103,36198201
120-04902,36103,36198201
120+04902,36103,36198201
120-04903,36103,36198201
120+04903,36103,36198201
120-04904,36103,36198201
120+04904,36103,36198201
120-04905,36103,36198201
120+04905,36103,36198201
120-04906,36103,36198201
120+04906,36103,36198201
120-04907,36103,36198201
120+04907,36103,36198201
120-04908,36103,36198201
120+04908,36103,36198201
120-04909,36103,36198201
120+04909,36103,36198201
120-04910,36103,36198201
120+04910,36103,36198201
120-04911,36103,36198201
120+04911,36103,36198201
120-04912,36103,36198201
120+04912,36103,36198201
120-04913,36103,36198201
120+04913,36103,36198201
120-04914,36103,36198201
120+04914,36103,36198201
120-04915,36103,36198201
120+04915,36103,36198201
120-04916,36103,36198201
120+04916,36103,36198201
120-04917,36059,36198201
120+04917,36103,36198201
120-04918,36059,36198201
120+04918,36059,36198201
120-04919,36059,36198201
120+04919,36059,36198201
120-04920,36059,36198201
120+04920,36059,36198201
120-04921,36059,36198201
120+04921,36059,36198201
120-04922,36059,36198201
120+04922,36059,36198201
120-04923,36059,36198201
120+04923,36059,36198201
120-04924,36059,36198201
120+04924,36059,36198201
120-04925,36059,36198201
120+04925,36059,36198201
120-04926,36059,36198201
120+04926,36059,36198201
120-04927,36059,36198201
120+04927,36059,36198201
120-04928,36059,36198201
120+04928,36059,36198201
120-04929,36059,36198201
120+04929,36059,36198201
120-04930,36059,36198201
120+04930,36059,36198201
120-04931,36059,36198201
120+04931,36059,36198201
120-04932,36059,36198201
120+04932,36059,36198201
120-04933,36059,36198201
120+04933,36059,36198201
120-04934,36081,36198201
120+04934,36059,36198201
120-04935,36081,36198201
120+04935,36081,36198201
120-04936,36081,36198201
120+04936,36081,36198201
120-04937,36081,36198201
120+04937,36081,36198201
120-04938,36081,36198201
120+04938,36081,36198201
120-04939,36081,36198201
120+04939,36081,36198201
120-04940,36081,36198201
120+04940,36081,36198201
120-04941,36081,36198201
120+04941,36081,36198201
120-04942,36081,36198201
120+04942,36081,36198201
120-04943,36081,36198201
120+04943,36081,36198201
120-04944,36081,36198201
120+04944,36081,36198201
120-04945,36081,36198201
120+04945,36081,36198201
120-04946,36081,36198201
120+04946,36081,36198201
120-04947,36081,36198201
120+04947,36081,36198201
120-04948,36081,36198201
120+04948,36081,36198201
120-04949,36081,36198201
120+04949,36081,36198201
120-04950,36081,36198201
120+04950,36081,36198201
120-04951,36081,36198201
120+04951,36081,36198201
120-04952,36081,36198201
120+04952,36081,36198201
120+04953,36081,36198201
120+04954,36081,36198201
120-04977,36085,36198201
120-04978,36085,36198201
120+04978,36085,36198201
120-04979,36085,36198201
120+04979,36085,36198201
120-04980,36085,36198201
120+04980,36085,36198201
120-04981,36085,36198201
120+04981,36085,36198201
120-04982,36085,36198201
120+04982,36085,36198201
120-04983,36085,36198201
120+04983,36085,36198201
120-04984,36085,36198201
120+04984,36085,36198201
120-04985,36085,36198201
120+04985,36085,36198201
120-04986,36085,36198201
120+04986,36085,36198201
120-04987,36085,36198201
120+04987,36085,36198201
120-04988,36085,36198201
120+04988,36085,36198201
120-04989,36085,36198201
120+04989,36085,36198201
120+04990,36085,36198201
120-04992,36047,36198201
120-04993,36047,36198201
120+04993,36047,36198201
120-04994,36047,36198201
120+04994,36047,36198201
120-04995,36047,36198201
120+04995,36047,36198201
120-04996,36047,36198201
120+04996,36047,36198201
120-04997,36047,36198201
120+04997,36047,36198201
120-04998,36047,36198201
120+04998,36047,36198201
120-04999,36047,36198201
120+04999,36047,36198201
120-05000,36047,36198201
120+05000,36047,36198201
120-05001,36047,36198201
120+05001,36047,36198201
120-05002,36047,36198201
120+05002,36047,36198201
120-05003,36047,36198201
120+05003,36047,36198201
120-05004,36047,36198201
120+05004,36047,36198201
120-05005,36047,36198201
120+05005,36047,36198201
120-05006,36047,36198201
120+05006,36047,36198201
120-05007,36047,36198201
120+05007,36047,36198201
120-05008,36047,36198201
120+05008,36047,36198201
120-05009,36047,36198201
120+05009,36047,36198201
120-05010,36081,36198201
120+05010,36047,36198201
120-05011,36081,36198201
120+05011,36081,36198201
120-05012,36081,36198201
120+05012,36081,36198201
120-05013,36081,36198201
120+05013,36081,36198201
120-05014,36081,36198201
120+05014,36081,36198201
120-05015,36081,36198201
120+05015,36081,36198201
120-05016,36081,36198201
120+05016,36081,36198201
120-05017,36081,36198201
120+05017,36081,36198201
120-05018,36081,36198201
120+05018,36081,36198201
120-05019,36081,36198201
120+05019,36081,36198201
120-05020,36081,36198201
120+05020,36081,36198201
120-05021,36081,36198201
120+05021,36081,36198201
120-05022,36081,36198201
120+05022,36081,36198201
120-05023,36061,36198201
120+05023,36081,36198201
120-05024,36005,36198201
120+05024,36061,36198201
120-05025,36005,36198201
120+05025,36005,36198201
120-05026,36005,36198201
120+05026,36005,36198201
120-05027,36005,36198201
120+05027,36005,36198201
120-05028,36005,36198201
120+05028,36005,36198201
120-05029,36005,36198201
120+05029,36005,36198201
120-05030,36005,36198201
120+05030,36005,36198201
120-05031,36005,36198201
120+05031,36005,36198201
120+05032,36005,36198201
120-05033,36081,36198201
120+05034,36081,36198201
120-05035,36081,36198201
120+05036,36081,36198201
120-05037,36081,36198201
120-05038,36081,36198201
120+05038,36081,36198201
120-05039,36081,36198201
120+05039,36081,36198201
120+05040,36061,36198201
120-05041,36061,36198201
120-05042,36061,36198201
120+05042,36061,36198201
120-05043,36061,36198201
120+05043,36061,36198201
120+05044,36061,36198201
120-05049,36103,36198201
120-05050,36103,36198201
120+05050,36103,36198201
120-05051,36103,36198201
120+05051,36103,36198201
120-05052,36103,36198201
120+05052,36103,36198201
120+05053,36103,36198201
120-05055,36103,36198201
120-05056,36103,36198201
120+05056,36103,36198201
120-05057,36103,36198201
120+05057,36103,36198201
120-05058,36103,36198201
120+05058,36103,36198201
120-05059,36103,36198201
120+05059,36103,36198201
120+05060,36103,36198201
120-05061,36103,36198201
120+05061,36103,36198201
120-05062,36103,36198201
120+05062,36103,36198201
120-05063,36103,36198201
120+05063,36103,36198201
120-05064,36103,36198201
120+05064,36103,36198201
120+05065,36103,36198201
120-05066,36119,36198201
120-05067,36119,36198201
120+05067,36119,36198201
120-05068,36119,36198201
120+05068,36119,36198201
120-05069,36119,36198201
120+05069,36119,36198201
120-05070,36119,36198201
120+05070,36119,36198201
120-05071,36119,36198201
120+05071,36119,36198201
120-05072,36119,36198201
120+05072,36119,36198201
120-05073,36119,36198201
120+05073,36119,36198201
120+05074,36119,36198201
120-05075,36103,36198201
120-05076,36103,36198201
120+05076,36103,36198201
120-05077,36103,36198201
120+05077,36103,36198201
120-05078,36103,36198201
120+05078,36103,36198201
120-05079,36103,36198201
120+05079,36103,36198201
120-05080,36103,36198201
120+05080,36103,36198201
120-05081,36059,36198201
120+05081,36103,36198201
120-05082,36059,36198201
120+05082,36059,36198201
120-05083,36059,36198201
120+05083,36059,36198201
120-05084,36059,36198201
120+05084,36059,36198201
120-05085,36059,36198201
120+05085,36059,36198201
120-05086,36059,36198201
120+05086,36059,36198201
120-05087,36059,36198201
120+05087,36059,36198201
120-05088,36059,36198201
120+05088,36059,36198201
120-05089,36059,36198201
120+05089,36059,36198201
120-05090,36059,36198201
120+05090,36059,36198201
120-05091,36059,36198201
120+05091,36059,36198201
120-05092,36059,36198201
120+05092,36059,36198201
120-05093,36059,36198201
120+05093,36059,36198201
120-05094,36059,36198201
120+05094,36059,36198201
120-05095,36059,36198201
120+05095,36059,36198201
120-05096,36059,36198201
120+05096,36059,36198201
120-05097,36059,36198201
120+05097,36059,36198201
120-05098,36059,36198201
120+05098,36059,36198201
120+05099,36059,36198201
120-05100,36085,36198201
120-05101,36047,36198201
120+05101,36085,36198201
120+05102,36047,36198201
120-05106,36081,36198201
120-05107,36081,36198201
120-05108,36081,36198201
120+05108,36081,36198201
120-05109,36081,36198201
120+05109,36081,36198201
120-05110,36081,36198201
120+05110,36081,36198201
120-05111,36081,36198201
120+05111,36081,36198201
120-05112,36081,36198201
120+05112,36081,36198201
120-05113,36081,36198201
120+05113,36081,36198201
120-05114,36081,36198201
120+05114,36081,36198201
120-05115,36005,36198201
120+05115,36081,36198201
120+05116,36005,36198201
120-05117,36005,36198201
120+05118,36005,36198201
120-05119,36061,36198201
120-05120,36061,36198201
120+05120,36061,36198201
120-05121,36061,36198201
120+05121,36061,36198201
120-05122,36061,36198201
120+05122,36061,36198201
120-05123,36061,36198201
120+05123,36061,36198201
120-05124,36061,36198201
120+05124,36061,36198201
120-05125,36061,36198201
120+05125,36061,36198201
120-05126,36061,36198201
120+05126,36061,36198201
120-05127,36061,36198201
120+05127,36061,36198201
120-05128,36061,36198201
120+05128,36061,36198201
120-05129,36005,36198201
120+05129,36061,36198201
120-05130,36005,36198201
120+05130,36005,36198201
120-05131,36005,36198201
120+05131,36005,36198201
120-05132,36005,36198201
120+05132,36005,36198201
120-05133,36005,36198201
120+05133,36005,36198201
120-05134,36005,36198201
120+05134,36005,36198201
120-05135,36005,36198201
120+05135,36005,36198201
120-05136,36005,36198201
120+05136,36005,36198201
120-05137,36005,36198201
120+05137,36005,36198201
120-05138,36119,36198201
120+05138,36119,36198201
120-05139,36119,36198201
120+05139,36119,36198201
120-05140,36119,36198201
120+05140,36119,36198201
120+05141,36119,36198201
120-05142,36005,36198201
120-05143,36005,36198201
120+05143,36005,36198201
120-05144,36005,36198201
120+05144,36005,36198201
120+05145,36005,36198201
120-05146,36081,36198201
120+05146,36081,36198201
120-05147,36081,36198201
120+05147,36081,36198201
120-05148,36081,36198201
120+05148,36081,36198201
120-05149,36081,36198201
120+05149,36081,36198201
120-05150,36081,36198201
120+05150,36081,36198201
120-05151,36081,36198201
120+05151,36081,36198201
120-05152,36081,36198201
120+05152,36081,36198201
120-05153,36081,36198201
120+05153,36081,36198201
120-05154,36081,36198201
120+05154,36081,36198201
120-05155,36081,36198201
120+05155,36081,36198201
120-05156,36081,36198201
120+05156,36081,36198201
120-05157,36081,36198201
120+05157,36081,36198201
120-05158,36081,36198201
120+05158,36081,36198201
120-05159,36081,36198201
120+05159,36081,36198201
120-05160,36081,36198201
120+05160,36081,36198201
120-05161,36081,36198201
120+05161,36081,36198201
120-05162,36081,36198201
120+05162,36081,36198201
120-05163,36081,36198201
120+05163,36081,36198201
120-05164,36081,36198201
120+05164,36081,36198201
120-05165,36081,36198201
120+05165,36081,36198201
120-05166,36081,36198201
120+05166,36081,36198201
120-05167,36081,36198201
120+05167,36081,36198201
120-05168,36081,36198201
120+05168,36081,36198201
120-05169,36081,36198201
120+05169,36081,36198201
120+05170,36081,36198201
120-05171,36081,36198201
120+05171,36081,36198201
120-05172,36081,36198201
120+05172,36081,36198201
120-05173,36005,36198201
120+05173,36081,36198201
120-05174,36005,36198201
120+05174,36005,36198201
120-05175,36005,36198201
120+05175,36005,36198201
120-05176,36005,36198201
120+05176,36005,36198201
120+05177,36005,36198201
120-05178,36081,36198201
120-05179,36081,36198201
120+05179,36081,36198201
120-05180,36081,36198201
120+05180,36081,36198201
120-05181,36081,36198201
120+05181,36081,36198201
120-05182,36081,36198201
120+05182,36081,36198201
120-05183,36081,36198201
120+05183,36081,36198201
120-05184,36081,36198201
120+05184,36081,36198201
120-05185,36081,36198201
120+05185,36081,36198201
120-05186,36081,36198201
120+05186,36081,36198201
120-05187,36081,36198201
120+05187,36081,36198201
120-05188,36081,36198201
120+05188,36081,36198201
120-05189,36081,36198201
120+05189,36081,36198201
120-05190,36081,36198201
120+05190,36081,36198201
120-05191,36081,36198201
120+05191,36081,36198201
120-05192,36081,36198201
120+05192,36081,36198201
120+05193,36081,36198201
120-05194,36005,36198201
120-05195,36005,36198201
120+05195,36005,36198201
120-05196,36005,36198201
120+05196,36005,36198201
120-05197,36005,36198201
120+05197,36005,36198201
120-05198,36005,36198201
120+05198,36005,36198201
120-05199,36005,36198201
120+05199,36005,36198201
120-05200,36005,36198201
120+05200,36005,36198201
120-05201,36005,36198201
120+05201,36005,36198201
120-05202,36005,36198201
120+05202,36005,36198201
120-05203,36005,36198201
120+05203,36005,36198201
120-05204,36119,36198201
120+05204,36005,36198201
120-05205,36119,36198201
120+05205,36005,36198201
120-05206,36119,36198201
120+05206,36119,36198201
120-05207,36119,36198201
120+05207,36119,36198201
120-05208,36119,36198201
120+05208,36119,36198201
120-05209,36119,36198201
