tmc,length,avg_speedlimit,avo,nhs,nhs_pct,is_controlled_access,is_interstate,directionality,congestion_level,aadt,directional_aadt,county,mpo,ua,regionvd_total,vd_jan,vd_feb,vd_mar,vd_apr,vd_may,vd_jun,vd_jul,vd_aug,vd_sep,vd_oct,vd_nov,vd_decd_total,d_jan,d_feb,d_mar,d_apr,d_may,d_jun,d_jul,d_aug,d_sep,d_oct,d_nov,d_dec
120-17834,0.85522397585,25,2.48229,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,21021,10510.5,Kings, NYMTC,New York--Newark, NY--NJ--CT,New York City,22623.22,0,1651.07,1960.05,1691.12,2020.9,1958.7,2175.52,2135.57,2119.73,2334.53,2401.79,2174.2422623.22,0,34569.44,40514.27,34898.6,41197.81,40224.68,44976.05,43098.45,42726.51,46350.14,48140.66,43882.69
104+07466,1.5640529441,55,1.85967,1,100,true,false,PM_PEAK,NO2LOW_CONGESTION,29763,14881.5,Oneida, HOCTS,Utica, NY,Mohawk Valley,7398.21,364.46,78.13,369.12,537.74,493.69,444.02,2083.91,1818.1,636.51,169.66,114.03,288.847398.21,4765.72,1007.42,4286.21,7055.6,5588.37,5436.23,24441.93,20661.42,6784.68,2045.92,1733.18,3123.19
120-13907,0.37281638629,51.702,1.82795,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,10689,5344.5,Montgomery, null,Gloversville, NY,Mohawk Valley,2285.08,0,159.65,200.61,157.23,217.63,214.8,202.68,274.09,264.37,201.33,176.27,216.412285.08,0,6432.23,8234.3,6505.81,8636.43,8757.63,8155.3,11216.43,10720.24,8328.96,7172.56,8907.55
104+08378,1.06048145828,45,1.93282,1,100,false,false,EVEN_DIST,MODERATE_CONGESTION,36774,18387,Erie, GBNRTC,Buffalo, NY,Western New York,35936.35,0,2951.17,3305.17,3004,3352.92,3545.53,3327.91,3266.85,2912.14,3306.2,3282.13,3682.3435936.35,0,34513.3,38765.73,35025.15,38950.56,41420.93,39393.24,38584.17,34474.04,38638.15,38520.89,42893.45
120+11689,0.26503337263,55,2.18723,1,100,false,false,EVEN_DIST,NO2LOW_CONGESTION,1890,945,Hamilton, null,null,Mohawk Valley,0.19,0,0.11,0.07,0,0,0,0,0.01,0,0,0,00.19,0,28.17,17.17,0,0,0,0,3.09,0,0,0,0
120-06627,0.01785820254,40,1.81931,1,100,false,false,EVEN_DIST,MODERATE_CONGESTION,46988,23494,Suffolk, NYMTC,New York--Newark, NY--NJ--CT,Long Island,216.23,115.83,7.08,7.12,7.62,16.1,12.18,8.75,9.23,8.11,8.88,7.5,7.82216.23,1077.54,64.12,65.23,69.26,142.74,106.32,78.65,82.62,72.65,78.76,66.58,76.62
120+28025,0.05062309537,25,2.1157,1,100,false,false,EVEN_DIST,MODERATE_CONGESTION,20644,20644,New York, NYMTC,New York--Newark, NY--NJ--CT,New York City,3356.3,134.14,244.12,320.49,276.02,348.83,316.7,289.68,312.37,264.68,320.6,313.38,215.33356.3,1514.24,2664.86,3463.54,2977.63,3714.77,3422.45,3046.5,3338.23,2849.33,3391.54,3418.44,2258.78
120P04759,0.44896540234,55,1.85278,1,100,true,false,EVEN_DIST,NO2LOW_CONGESTION,91553,45776.5,Suffolk, NYMTC,New York--Newark, NY--NJ--CT,Long Island,1087.39,114.19,13.01,40.91,28.04,119.32,32.01,84.24,1.23,180.94,169.64,171.12,132.751087.39,589.22,50.18,187.22,159.18,598.55,145.22,345.11,7.02,888.75,786.72,781.29,579.33
104-08486,0.76765416082,40,1.79043,1,100,false,false,EVEN_DIST,MODERATE_CONGESTION,28549,14274.5,Erie, GBNRTC,Buffalo, NY,Western New York,26775.99,0,1842.47,2385.02,2175.7,2599.98,2490.72,2103.91,2644.77,2704.97,3041.77,2181.9,2604.7726775.99,0,27763.6,35602.16,31807.9,38579.2,36574.12,31401.82,39499.57,39845.16,44359.31,32099.19,37750.53
120+24669,1.65549390046,40,1.89971,1,100,false,false,PM_PEAK,NO2LOW_CONGESTION,24182,12091,Albany, CDTC,Albany--Schenectady, NY,Capital District,8287.77,0,611.3,1099.6,659.27,1246.48,664.89,346.87,908.75,580.96,938.57,856.33,374.758287.77,0,9730.69,16783.89,10762.1,19148.21,10563.99,5798.42,14892.31,9459.97,15526.04,13221.1,5512.85
