bin,diff
283,0.07104411000000005
284,0.08592418000000004
285,0.08505178000000005
286,0.09110186999999997
287,0.08945945
288,0.07413951999999999
289,0.050527079999999974
290,0.03983713000000001
291,0.03145468
292,0.026694719999999988
293,0.01913475000000001
294,0.020304770000000007
295,0.01847479000000002
296,0.024174790000000015
297,0.019852299999999993
298,0.020452300000000007
299,0.003922320000000019
300,-0.010077679999999995
301,-0.017747699999999988
302,-0.035425210000000006
303,-0.06379523
304,-0.10996525
305,-0.1482753
306,-0.19366286999999996
307,-0.24661295000000003
308,-0.31021056999999996
309,-0.39784822000000003
310,-0.47850342000000007
311,-0.5210911500000001
312,-0.4703439700000001
313,-0.46752165000000007
314,-0.4090168800000002
315,-0.30948212999999997
316,-0.1517874199999998
317,-0.1661998500000001
318,-0.15161978000000007
319,-0.1382622
320,-0.11935214999999992
321,-0.12309456999999996
322,-0.11991449999999987
323,-0.12272693000000001
324,-0.14364687000000004
325,-0.1260168800000001
326,-0.11948689999999995
327,-0.11945692000000005
328,-0.11189694999999988
329,-0.11133699000000011
330,-0.10775452999999997
331,-0.10086457999999993
332,-0.09078213000000002
333,-0.0833221700000001
334,-0.07336219999999997
335,-0.06360224
336,-0.05824977000000002
337,-0.07044977000000008
338,-0.07281978000000001
339,-0.08168979999999999
340,-0.10235982000000016
341,-0.09611740000000005
342,-0.10639747000000012
343,-0.12078503000000004
344,-0.11793512000000013
345,-0.06394278999999996
346,-0.0011279700000001863
347,0.08112433000000002
348,0.18119912000000016
349,0.24716146999999994
350,0.3316538000000001
351,0.42764612999999996
352,0.5470609500000001
353,0.56676095
354,0.5994609500000001
355,0.6564909300000001
356,0.72822092
357,0.5565238199999999
358,0.41998667999999967
359,0.31743200000000016
360,0.23353728000000007
361,0.17530253000000007
362,0.13972775000000004
363,0.10377544999999999
364,0.061653130000000056
365,0.04625074999999989
366,0.04080833000000006
367,0.017535930000000047
368,-0.0015139799999999357
369,0.0035260500000000236
370,0.0056735799999999
371,0.006813620000000083
372,0.026483629999999973
373,0.01144120999999991
374,0.008521279999999971
375,0.01250884999999995
376,0.01858891999999999
377,0.03407648000000006
378,0.040226570000000045
379,0.07104411000000005
380,0.08592418000000004
381,0.08505178000000005
382,0.09110186999999997
383,0.08945945
384,0.07413951999999999
385,0.050527079999999974
386,0.03983713000000001
387,0.03145468
388,0.026694719999999988
389,0.01913475000000001
390,0.020304770000000007
391,0.01847479000000002
392,0.024174790000000015
393,0.019852299999999993
394,0.020452300000000007
395,0.003922320000000019
396,-0.010077679999999995
397,-0.017747699999999988
398,-0.035425210000000006
399,-0.06379523
400,-0.10996525
401,-0.1482753
402,-0.19366286999999996
403,-0.24661295000000003
404,-0.31021056999999996
405,-0.39784822000000003
406,-0.47850342000000007
407,-0.5210911500000001
408,-0.4703439700000001
409,-0.46752165000000007
410,-0.4090168800000002
411,-0.30948212999999997
412,-0.1517874199999998
413,-0.1661998500000001
414,-0.15161978000000007
415,-0.1382622
416,-0.11935214999999992
417,-0.12309456999999996
418,-0.11991449999999987
419,-0.12272693000000001
420,-0.14364687000000004
421,-0.1260168800000001
422,-0.11948689999999995
423,-0.11945692000000005
424,-0.11189694999999988
425,-0.11133699000000011
426,-0.10775452999999997
427,-0.10086457999999993
428,-0.09078213000000002
429,-0.0833221700000001
430,-0.07336219999999997
431,-0.06360224
432,-0.05824977000000002
433,-0.07044977000000008
434,-0.07281978000000001
435,-0.08168979999999999
436,-0.10235982000000016
437,-0.09611740000000005
438,-0.10639747000000012
439,-0.12078503000000004
440,-0.11793512000000013
441,-0.06394278999999996
442,-0.0011279700000001863
443,0.08112433000000002
444,0.18119912000000016
445,0.24716146999999994
446,0.3316538000000001
447,0.42764612999999996
448,0.5470609500000001
449,0.56676095
450,0.5994609500000001
451,0.6564909300000001
452,0.72822092
453,0.5565238199999999
454,0.41998667999999967
455,0.31743200000000016
456,0.23353728000000007
457,0.17530253000000007
458,0.13972775000000004
459,0.10377544999999999
460,0.061653130000000056
461,0.04625074999999989
462,0.04080833000000006
463,0.017535930000000047
464,-0.0015139799999999357
465,0.0035260500000000236
466,0.0056735799999999
467,0.006813620000000083
468,0.026483629999999973
469,0.01144120999999991
470,0.008521279999999971
471,0.01250884999999995
472,0.01858891999999999
473,0.03407648000000006
474,0.040226570000000045
475,0.07104411000000005
476,0.08592418000000004
477,0.08505178000000005
478,0.09110186999999997
479,0.08945945
480,0.07948449000000002
481,0.05396455999999998
482,0.04156711999999999
483,0.03157716999999999
484,0.027617199999999988
485,0.020657239999999983
486,0.022427259999999997
487,0.021097270000000005
488,0.026997270000000007
489,0.020167290000000004
490,0.020767289999999997
491,0.003937310000000013
492,-0.010662689999999996
493,-0.01923271
494,-0.03550272999999998
495,-0.06567274000000001
496,-0.11454276000000001
497,-0.15615281
498,-0.20303288000000003
499,-0.25837547
500,-0.32576559000000005
501,-0.41658825000000005
502,-0.5016284599999999
503,-0.5479012
504,-0.49061654000000005
505,-0.49058672999999986
506,-0.4280594700000001
507,-0.32320224
508,-0.15828503000000008
509,-0.17420496000000002
510,-0.1569248900000002
511,-0.14588229999999996
512,-0.12447224999999999
513,-0.12872217000000005
514,-0.12334210000000001
515,-0.12976952000000008
516,-0.14958945999999987
517,-0.13165946999999997
518,-0.12532948999999985
519,-0.12579950999999992
520,-0.11883954000000002
521,-0.11937958000000012
522,-0.11158213
523,-0.10589217999999995
524,-0.09410223999999998
525,-0.08734226999999994
526,-0.07798230000000006
527,-0.06862233999999998
528,-0.058554880000000024
529,-0.07135487999999982
530,-0.07432489000000017
531,-0.08409490999999984
532,-0.10636493000000004
533,-0.0996150099999999
534,-0.11239507999999988
535,-0.12396765999999997
536,-0.12351774000000024
537,-0.06931791
538,-0.0007806100000000427
539,0.08468667999999985
540,0.19128394999999992
541,0.25855379999999983
542,0.34736111999999975
543,0.4484684499999999
544,0.57349826
545,0.5940982600000002
546,0.6283982600000002
547,0.6876282399999999
548,0.7622582199999999
549,0.5835311399999997
550,0.44066402000000027
551,0.3318793599999998
552,0.24446215000000007
553,0.18270492
554,0.14370763999999991
555,0.1094478500000001
556,0.06551053999999998
557,0.050100659999999936
558,0.041443249999999904
559,0.01736336000000005
560,1.3439999999899366e-05
561,0.003545980000000011
562,0.003986020000000014
563,0.006226049999999948
564,0.027396070000000085
565,0.01134615000000002
566,0.0103262199999999
567,0.01099880000000001
568,0.019478870000000023
569,0.034858929999999955
570,0.04400901999999998
571,0.07221158
572,0.08989163999999997
573,0.08921174999999998
574,0.09535433999999995
575,0.09340441999999999
576,0.06954922999999995
577,0.052121799999999996
578,0.04289437000000004
579,0.04429692999999998
580,0.038599480000000005
581,0.043747009999999975
582,0.03807206
583,0.03791959
584,0.038374609999999997
585,0.02649966000000002
586,0.012224700000000002
587,0.002272229999999986
588,-0.010172739999999994
589,-0.010572740000000004
590,-0.026302729999999996
591,-0.036402729999999994
592,-0.05220272999999999
593,-0.054450259999999986
594,-0.06480528000000002
595,-0.07063032999999998
596,-0.08415537
597,-0.09725043
598,-0.10070052000000002
599,-0.1045506
600,-0.08675570999999993
601,-0.09675077000000001
602,-0.09140836000000006
603,-0.09208092999999995
604,-0.07910853000000001
605,-0.09310359000000001
606,-0.10308366000000005
607,-0.10233373999999992
608,-0.10068383
609,-0.10665640000000007
610,-0.10420649000000004
611,-0.09363408999999989
612,-0.09138416999999993
613,-0.09053425999999992
614,-0.08968433999999997
615,-0.08663443000000004
616,-0.07166202999999999
617,-0.08116458
618,-0.07703716
619,-0.06850972999999996
620,-0.057089800000000024
621,-0.048792360000000055
622,-0.0328874199999999
623,-0.014589969999999862
624,0.009207469999999995
625,0.0056074699999998645
626,0.007007469999999877
627,0.008907469999999695
628,0.007107469999999977
629,0.0024074699999997867
630,-0.0034925300000002157
631,-0.009292530000000118
632,-0.014192530000000161
633,-0.00024006000000006966
634,-0.00474006000000006
635,0.0006824299999999561
636,0.011512409999999904
637,0.013112410000000116
638,0.01681241
639,0.024512410000000068
640,0.03711240999999983
641,0.04278243000000008
642,0.04733745999999997
643,0.05548498999999995
644,0.07173252000000005
645,0.08113506999999995
646,0.08640764000000002
647,0.1058102
648,0.11769027000000012
649,0.10368788999999996
650,0.10251548000000006
651,0.10636556999999991
652,0.10251566000000004
653,0.09146574000000011
654,0.07561583000000004
655,0.05666591000000002
656,0.04363848999999996
657,0.04556352999999999
658,0.04488856999999985
659,0.044713619999999996
660,0.04783866000000001
661,0.054063700000000006
662,0.06459624
663,0.07262127999999998
664,0.07984632999999998
665,0.059796409999999994
666,0.04776899000000007
667,0.04547153999999998
668,0.03916659999999997
669,0.04469163999999996
670,0.05964666999999993
671,0.06639419999999999
